"","CODI_INE","barri","nivell_soroll_TVLDEN","sexe","edat","value"
"1365","5-16-06","Cerdanyola","70 - 74 dB","DONES","70",12
"1366","5-16-06","Cerdanyola","70 - 74 dB","HOMES","00-16",18
"1367","5-16-06","Cerdanyola","70 - 74 dB","HOMES","17-29",9
"1368","5-16-06","Cerdanyola","70 - 74 dB","HOMES","30-49",35
"1369","5-16-06","Cerdanyola","70 - 74 dB","HOMES","50-69",19
"1370","5-16-06","Cerdanyola","70 - 74 dB","HOMES","70",4
"1371","5-1-07","Cerdanyola","55 - 59 dB","DONES","00-16",10
"1372","5-1-07","Cerdanyola","55 - 59 dB","DONES","17-29",5
"1373","5-1-07","Cerdanyola","55 - 59 dB","DONES","30-49",10
"1374","5-1-07","Cerdanyola","55 - 59 dB","DONES","50-69",12
"1375","5-1-07","Cerdanyola","55 - 59 dB","DONES","70",19
"1376","5-1-07","Cerdanyola","55 - 59 dB","HOMES","00-16",5
"1377","5-1-07","Cerdanyola","55 - 59 dB","HOMES","17-29",6
"1378","5-1-07","Cerdanyola","55 - 59 dB","HOMES","30-49",5
"1379","5-1-07","Cerdanyola","55 - 59 dB","HOMES","50-69",17
"1380","5-1-07","Cerdanyola","55 - 59 dB","HOMES","70",11
"1381","5-15-04","Cerdanyola","65 - 69 dB","DONES","00-16",10
"1382","5-15-04","Cerdanyola","65 - 69 dB","DONES","17-29",7
"1383","5-15-04","Cerdanyola","65 - 69 dB","DONES","30-49",10
"1384","5-15-04","Cerdanyola","65 - 69 dB","DONES","50-69",9
"1385","5-15-04","Cerdanyola","65 - 69 dB","DONES","70",4
"1386","5-15-04","Cerdanyola","65 - 69 dB","HOMES","00-16",10
"1387","5-15-04","Cerdanyola","65 - 69 dB","HOMES","17-29",7
"1388","5-15-04","Cerdanyola","65 - 69 dB","HOMES","30-49",9
"1389","5-15-04","Cerdanyola","65 - 69 dB","HOMES","50-69",7
"1390","5-15-04","Cerdanyola","65 - 69 dB","HOMES","70",4
"1391","1-6-01","Centre","70 - 74 dB","DONES","00-16",5
"1392","1-6-01","Centre","70 - 74 dB","DONES","17-29",5
"1393","1-6-01","Centre","70 - 74 dB","DONES","30-49",9
"1394","1-6-01","Centre","70 - 74 dB","DONES","50-69",7
"1395","1-6-01","Centre","70 - 74 dB","DONES","70",7
"1396","1-6-01","Centre","70 - 74 dB","HOMES","00-16",3
"1397","1-6-01","Centre","70 - 74 dB","HOMES","17-29",3
"1398","1-6-01","Centre","70 - 74 dB","HOMES","30-49",10
"1399","1-6-01","Centre","70 - 74 dB","HOMES","50-69",5
"1400","1-6-01","Centre","70 - 74 dB","HOMES","70",5
"1401","2-2-04","El Palau","65 - 69 dB","DONES","00-16",37
"1402","2-2-04","El Palau","65 - 69 dB","DONES","17-29",32
"1403","2-2-04","El Palau","65 - 69 dB","DONES","30-49",75
"1404","2-2-04","El Palau","65 - 69 dB","DONES","50-69",69
"1405","2-2-04","El Palau","65 - 69 dB","DONES","70",57
"1406","2-2-04","El Palau","65 - 69 dB","HOMES","00-16",35
"1407","2-2-04","El Palau","65 - 69 dB","HOMES","17-29",26
"1408","2-2-04","El Palau","65 - 69 dB","HOMES","30-49",65
"1409","2-2-04","El Palau","65 - 69 dB","HOMES","50-69",64
"1410","2-2-04","El Palau","65 - 69 dB","HOMES","70",26
"1411","5-16-08","Cerdanyola","60 - 64 dB","DONES","00-16",8
"1412","5-16-08","Cerdanyola","60 - 64 dB","DONES","17-29",8
"1413","5-16-08","Cerdanyola","60 - 64 dB","DONES","30-49",22
"1414","5-16-08","Cerdanyola","60 - 64 dB","DONES","50-69",12
"1415","5-16-08","Cerdanyola","60 - 64 dB","DONES","70",3
"1416","5-16-08","Cerdanyola","60 - 64 dB","HOMES","00-16",12
"1417","5-16-08","Cerdanyola","60 - 64 dB","HOMES","17-29",10
"1418","5-16-08","Cerdanyola","60 - 64 dB","HOMES","30-49",19
"1419","5-16-08","Cerdanyola","60 - 64 dB","HOMES","50-69",10
"1420","5-16-08","Cerdanyola","60 - 64 dB","HOMES","70",6
"1421","5-16-02","Cerdanyola","65 - 69 dB","DONES","00-16",6
"1422","5-16-02","Cerdanyola","65 - 69 dB","DONES","17-29",6
"1423","5-16-02","Cerdanyola","65 - 69 dB","DONES","30-49",10
"1424","5-16-02","Cerdanyola","65 - 69 dB","DONES","50-69",5
"1425","5-16-02","Cerdanyola","65 - 69 dB","DONES","70",4
"1426","5-16-02","Cerdanyola","65 - 69 dB","HOMES","00-16",2
"1427","5-16-02","Cerdanyola","65 - 69 dB","HOMES","17-29",7
"1428","5-16-02","Cerdanyola","65 - 69 dB","HOMES","30-49",12
"1429","5-16-02","Cerdanyola","65 - 69 dB","HOMES","50-69",7
"1430","5-16-02","Cerdanyola","65 - 69 dB","HOMES","70",1
"1431","5-1-04","Cerdanyola","65 - 69 dB","DONES","00-16",27
"1432","5-1-04","Cerdanyola","65 - 69 dB","DONES","17-29",12
"1433","5-1-04","Cerdanyola","65 - 69 dB","DONES","30-49",42
"1434","5-1-04","Cerdanyola","65 - 69 dB","DONES","50-69",24
"1435","5-1-04","Cerdanyola","65 - 69 dB","DONES","70",13
"1436","5-1-04","Cerdanyola","65 - 69 dB","HOMES","00-16",29
"1437","5-1-04","Cerdanyola","65 - 69 dB","HOMES","17-29",13
"1438","5-1-04","Cerdanyola","65 - 69 dB","HOMES","30-49",42
"1439","5-1-04","Cerdanyola","65 - 69 dB","HOMES","50-69",25
"1440","5-1-04","Cerdanyola","65 - 69 dB","HOMES","70",14
"1441","5-7-05","Cerdanyola","65 - 69 dB","DONES","00-16",44
"1442","5-7-05","Cerdanyola","65 - 69 dB","DONES","17-29",39
"1443","5-7-05","Cerdanyola","65 - 69 dB","DONES","30-49",62
"1444","5-7-05","Cerdanyola","65 - 69 dB","DONES","50-69",36
"1445","5-7-05","Cerdanyola","65 - 69 dB","DONES","70",17
"1446","5-7-05","Cerdanyola","65 - 69 dB","HOMES","00-16",60
"1447","5-7-05","Cerdanyola","65 - 69 dB","HOMES","17-29",24
"1448","5-7-05","Cerdanyola","65 - 69 dB","HOMES","30-49",83
"1449","5-7-05","Cerdanyola","65 - 69 dB","HOMES","50-69",48
"1450","5-7-05","Cerdanyola","65 - 69 dB","HOMES","70",13
"1451","2-10-07","Eixample","55 - 59 dB","DONES","00-16",7
"1452","2-10-07","Eixample","55 - 59 dB","DONES","17-29",1
"1453","2-10-07","Eixample","55 - 59 dB","DONES","30-49",7
"1454","2-10-07","Eixample","55 - 59 dB","DONES","50-69",2
"1455","2-10-07","Eixample","55 - 59 dB","DONES","70",2
"1456","2-10-07","Eixample","55 - 59 dB","HOMES","00-16",0
"1457","2-10-07","Eixample","55 - 59 dB","HOMES","17-29",5
"1458","2-10-07","Eixample","55 - 59 dB","HOMES","30-49",6
"1459","2-10-07","Eixample","55 - 59 dB","HOMES","50-69",4
"1460","2-10-07","Eixample","55 - 59 dB","HOMES","70",1
"1461","5-1-06","Cerdanyola","65 - 69 dB","DONES","00-16",27
"1462","5-1-06","Cerdanyola","65 - 69 dB","DONES","17-29",10
"1463","5-1-06","Cerdanyola","65 - 69 dB","DONES","30-49",37
"1464","5-1-06","Cerdanyola","65 - 69 dB","DONES","50-69",37
"1465","5-1-06","Cerdanyola","65 - 69 dB","DONES","70",16
"1466","5-1-06","Cerdanyola","65 - 69 dB","HOMES","00-16",16
"1467","5-1-06","Cerdanyola","65 - 69 dB","HOMES","17-29",17
"1468","5-1-06","Cerdanyola","65 - 69 dB","HOMES","30-49",41
"1469","5-1-06","Cerdanyola","65 - 69 dB","HOMES","50-69",27
"1470","5-1-06","Cerdanyola","65 - 69 dB","HOMES","70",10
"1471","5-1-13","Cerdanyola","70 - 74 dB","DONES","00-16",18
"1472","5-1-13","Cerdanyola","70 - 74 dB","DONES","17-29",20
"1473","5-1-13","Cerdanyola","70 - 74 dB","DONES","30-49",23
"1474","5-1-13","Cerdanyola","70 - 74 dB","DONES","50-69",44
"1475","5-1-13","Cerdanyola","70 - 74 dB","DONES","70",23
"1476","5-1-13","Cerdanyola","70 - 74 dB","HOMES","00-16",13
"1477","5-1-13","Cerdanyola","70 - 74 dB","HOMES","17-29",24
"1478","5-1-13","Cerdanyola","70 - 74 dB","HOMES","30-49",27
"1479","5-1-13","Cerdanyola","70 - 74 dB","HOMES","50-69",40
"1480","5-1-13","Cerdanyola","70 - 74 dB","HOMES","70",15
"1481","5-7-06","Cerdanyola","65 - 69 dB","DONES","00-16",30
"1482","5-7-06","Cerdanyola","65 - 69 dB","DONES","17-29",18
"1483","5-7-06","Cerdanyola","65 - 69 dB","DONES","30-49",46
"1484","5-7-06","Cerdanyola","65 - 69 dB","DONES","50-69",46
"1485","5-7-06","Cerdanyola","65 - 69 dB","DONES","70",34
"1486","5-7-06","Cerdanyola","65 - 69 dB","HOMES","00-16",32
"1487","5-7-06","Cerdanyola","65 - 69 dB","HOMES","17-29",20
"1488","5-7-06","Cerdanyola","65 - 69 dB","HOMES","30-49",44
"1489","5-7-06","Cerdanyola","65 - 69 dB","HOMES","50-69",41
"1490","5-7-06","Cerdanyola","65 - 69 dB","HOMES","70",20
"1491","2-2-01","El Palau","70 - 74 dB","DONES","00-16",18
"1492","2-2-01","El Palau","70 - 74 dB","DONES","17-29",16
"1493","2-2-01","El Palau","70 - 74 dB","DONES","30-49",26
"1494","2-2-01","El Palau","70 - 74 dB","DONES","50-69",27
"1495","2-2-01","El Palau","70 - 74 dB","DONES","70",13
"1496","2-2-01","El Palau","70 - 74 dB","HOMES","00-16",8
"1497","2-2-01","El Palau","70 - 74 dB","HOMES","17-29",22
"1498","2-2-01","El Palau","70 - 74 dB","HOMES","30-49",32
"1499","2-2-01","El Palau","70 - 74 dB","HOMES","50-69",39
"1500","2-2-01","El Palau","70 - 74 dB","HOMES","70",12
"1501","1-3-06","Centre","65 - 69 dB","DONES","00-16",11
"1502","1-3-06","Centre","65 - 69 dB","DONES","17-29",12
"1503","1-3-06","Centre","65 - 69 dB","DONES","30-49",41
"1504","1-3-06","Centre","65 - 69 dB","DONES","50-69",24
"1505","1-3-06","Centre","65 - 69 dB","DONES","70",16
"1506","1-3-06","Centre","65 - 69 dB","HOMES","00-16",14
"1507","1-3-06","Centre","65 - 69 dB","HOMES","17-29",13
"1508","1-3-06","Centre","65 - 69 dB","HOMES","30-49",35
"1509","1-3-06","Centre","65 - 69 dB","HOMES","50-69",19
"1510","1-3-06","Centre","65 - 69 dB","HOMES","70",18
"1511","5-1-05","Cerdanyola","65 - 69 dB","DONES","00-16",14
"1512","5-1-05","Cerdanyola","65 - 69 dB","DONES","17-29",15
"1513","5-1-05","Cerdanyola","65 - 69 dB","DONES","30-49",30
"1514","5-1-05","Cerdanyola","65 - 69 dB","DONES","50-69",27
"1515","5-1-05","Cerdanyola","65 - 69 dB","DONES","70",18
"1516","5-1-05","Cerdanyola","65 - 69 dB","HOMES","00-16",19
"1517","5-1-05","Cerdanyola","65 - 69 dB","HOMES","17-29",27
"1518","5-1-05","Cerdanyola","65 - 69 dB","HOMES","30-49",46
"1519","5-1-05","Cerdanyola","65 - 69 dB","HOMES","50-69",26
"1520","5-1-05","Cerdanyola","65 - 69 dB","HOMES","70",13
"1521","5-20-04","Cerdanyola","65 - 69 dB","DONES","00-16",48
"1522","5-20-04","Cerdanyola","65 - 69 dB","DONES","17-29",36
"1523","5-20-04","Cerdanyola","65 - 69 dB","DONES","30-49",85
"1524","5-20-04","Cerdanyola","65 - 69 dB","DONES","50-69",81
"1525","5-20-04","Cerdanyola","65 - 69 dB","DONES","70",47
"1526","5-20-04","Cerdanyola","65 - 69 dB","HOMES","00-16",54
"1527","5-20-04","Cerdanyola","65 - 69 dB","HOMES","17-29",55
"1528","5-20-04","Cerdanyola","65 - 69 dB","HOMES","30-49",111
"1529","5-20-04","Cerdanyola","65 - 69 dB","HOMES","50-69",72
"1530","5-20-04","Cerdanyola","65 - 69 dB","HOMES","70",23
"1531","1-4-06","Centre",">= 75 dB","DONES","00-16",20
"1532","1-4-06","Centre",">= 75 dB","DONES","17-29",14
"1533","1-4-06","Centre",">= 75 dB","DONES","30-49",39
"1534","1-4-06","Centre",">= 75 dB","DONES","50-69",30
"1535","1-4-06","Centre",">= 75 dB","DONES","70",24
"1536","1-4-06","Centre",">= 75 dB","HOMES","00-16",24
"1537","1-4-06","Centre",">= 75 dB","HOMES","17-29",23
"1538","1-4-06","Centre",">= 75 dB","HOMES","30-49",47
"1539","1-4-06","Centre",">= 75 dB","HOMES","50-69",25
"1540","1-4-06","Centre",">= 75 dB","HOMES","70",7
"1541","5-20-03","Cerdanyola","65 - 69 dB","DONES","00-16",31
"1542","5-20-03","Cerdanyola","65 - 69 dB","DONES","17-29",22
"1543","5-20-03","Cerdanyola","65 - 69 dB","DONES","30-49",31
"1544","5-20-03","Cerdanyola","65 - 69 dB","DONES","50-69",29
"1545","5-20-03","Cerdanyola","65 - 69 dB","DONES","70",21
"1546","5-20-03","Cerdanyola","65 - 69 dB","HOMES","00-16",23
"1547","5-20-03","Cerdanyola","65 - 69 dB","HOMES","17-29",22
"1548","5-20-03","Cerdanyola","65 - 69 dB","HOMES","30-49",46
"1549","5-20-03","Cerdanyola","65 - 69 dB","HOMES","50-69",23
"1550","5-20-03","Cerdanyola","65 - 69 dB","HOMES","70",13
"1551","1-4-07","Centre","70 - 74 dB","DONES","00-16",2
"1552","1-4-07","Centre","70 - 74 dB","DONES","17-29",12
"1553","1-4-07","Centre","70 - 74 dB","DONES","30-49",9
"1554","1-4-07","Centre","70 - 74 dB","DONES","50-69",19
"1555","1-4-07","Centre","70 - 74 dB","DONES","70",9
"1556","1-4-07","Centre","70 - 74 dB","HOMES","00-16",9
"1557","1-4-07","Centre","70 - 74 dB","HOMES","17-29",9
"1558","1-4-07","Centre","70 - 74 dB","HOMES","30-49",15
"1559","1-4-07","Centre","70 - 74 dB","HOMES","50-69",12
"1560","1-4-07","Centre","70 - 74 dB","HOMES","70",4
"1561","5-1-08","Cerdanyola",">= 75 dB","DONES","00-16",6
"1562","5-1-08","Cerdanyola",">= 75 dB","DONES","17-29",11
"1563","5-1-08","Cerdanyola",">= 75 dB","DONES","30-49",10
"1564","5-1-08","Cerdanyola",">= 75 dB","DONES","50-69",19
"1565","5-1-08","Cerdanyola",">= 75 dB","DONES","70",13
"1566","5-1-08","Cerdanyola",">= 75 dB","HOMES","00-16",8
"1567","5-1-08","Cerdanyola",">= 75 dB","HOMES","17-29",8
"1568","5-1-08","Cerdanyola",">= 75 dB","HOMES","30-49",9
"1569","5-1-08","Cerdanyola",">= 75 dB","HOMES","50-69",15
"1570","5-1-08","Cerdanyola",">= 75 dB","HOMES","70",9
"1571","2-10-09","Eixample","70 - 74 dB","DONES","00-16",19
"1572","2-10-09","Eixample","70 - 74 dB","DONES","17-29",24
"1573","2-10-09","Eixample","70 - 74 dB","DONES","30-49",43
"1574","2-10-09","Eixample","70 - 74 dB","DONES","50-69",28
"1575","2-10-09","Eixample","70 - 74 dB","DONES","70",11
"1576","2-10-09","Eixample","70 - 74 dB","HOMES","00-16",26
"1577","2-10-09","Eixample","70 - 74 dB","HOMES","17-29",36
"1578","2-10-09","Eixample","70 - 74 dB","HOMES","30-49",38
"1579","2-10-09","Eixample","70 - 74 dB","HOMES","50-69",30
"1580","2-10-09","Eixample","70 - 74 dB","HOMES","70",7
"1581","1-4-08","Centre","70 - 74 dB","DONES","00-16",20
"1582","1-4-08","Centre","70 - 74 dB","DONES","17-29",11
"1583","1-4-08","Centre","70 - 74 dB","DONES","30-49",33
"1584","1-4-08","Centre","70 - 74 dB","DONES","50-69",28
"1585","1-4-08","Centre","70 - 74 dB","DONES","70",24
"1586","1-4-08","Centre","70 - 74 dB","HOMES","00-16",17
"1587","1-4-08","Centre","70 - 74 dB","HOMES","17-29",10
"1588","1-4-08","Centre","70 - 74 dB","HOMES","30-49",29
"1589","1-4-08","Centre","70 - 74 dB","HOMES","50-69",27
"1590","1-4-08","Centre","70 - 74 dB","HOMES","70",10
"1591","1-6-05","Centre","70 - 74 dB","DONES","00-16",13
"1592","1-6-05","Centre","70 - 74 dB","DONES","17-29",14
"1593","1-6-05","Centre","70 - 74 dB","DONES","30-49",28
"1594","1-6-05","Centre","70 - 74 dB","DONES","50-69",15
"1595","1-6-05","Centre","70 - 74 dB","DONES","70",13
"1596","1-6-05","Centre","70 - 74 dB","HOMES","00-16",11
"1597","1-6-05","Centre","70 - 74 dB","HOMES","17-29",8
"1598","1-6-05","Centre","70 - 74 dB","HOMES","30-49",35
"1599","1-6-05","Centre","70 - 74 dB","HOMES","50-69",12
"1600","1-6-05","Centre","70 - 74 dB","HOMES","70",7
"1601","5-16-07","Cerdanyola","55 - 59 dB","DONES","00-16",9
"1602","5-16-07","Cerdanyola","55 - 59 dB","DONES","17-29",3
"1603","5-16-07","Cerdanyola","55 - 59 dB","DONES","30-49",9
"1604","5-16-07","Cerdanyola","55 - 59 dB","DONES","50-69",22
"1605","5-16-07","Cerdanyola","55 - 59 dB","DONES","70",17
"1606","5-16-07","Cerdanyola","55 - 59 dB","HOMES","00-16",5
"1607","5-16-07","Cerdanyola","55 - 59 dB","HOMES","17-29",2
"1608","5-16-07","Cerdanyola","55 - 59 dB","HOMES","30-49",9
"1609","5-16-07","Cerdanyola","55 - 59 dB","HOMES","50-69",17
"1610","5-16-07","Cerdanyola","55 - 59 dB","HOMES","70",13
"1611","5-16-01","Cerdanyola","65 - 69 dB","DONES","00-16",17
"1612","5-16-01","Cerdanyola","65 - 69 dB","DONES","17-29",9
"1613","5-16-01","Cerdanyola","65 - 69 dB","DONES","30-49",23
"1614","5-16-01","Cerdanyola","65 - 69 dB","DONES","50-69",22
"1615","5-16-01","Cerdanyola","65 - 69 dB","DONES","70",37
"1616","5-16-01","Cerdanyola","65 - 69 dB","HOMES","00-16",17
"1617","5-16-01","Cerdanyola","65 - 69 dB","HOMES","17-29",16
"1618","5-16-01","Cerdanyola","65 - 69 dB","HOMES","30-49",21
"1619","5-16-01","Cerdanyola","65 - 69 dB","HOMES","50-69",19
"1620","5-16-01","Cerdanyola","65 - 69 dB","HOMES","70",21
"1621","1-6-03","Centre","70 - 74 dB","DONES","00-16",37
"1622","1-6-03","Centre","70 - 74 dB","DONES","17-29",30
"1623","1-6-03","Centre","70 - 74 dB","DONES","30-49",55
"1624","1-6-03","Centre","70 - 74 dB","DONES","50-69",45
"1625","1-6-03","Centre","70 - 74 dB","DONES","70",35
"1626","1-6-03","Centre","70 - 74 dB","HOMES","00-16",29
"1627","1-6-03","Centre","70 - 74 dB","HOMES","17-29",23
"1628","1-6-03","Centre","70 - 74 dB","HOMES","30-49",59
"1629","1-6-03","Centre","70 - 74 dB","HOMES","50-69",33
"1630","1-6-03","Centre","70 - 74 dB","HOMES","70",27
"1631","1-7-10","Centre","70 - 74 dB","DONES","00-16",21
"1632","1-7-10","Centre","70 - 74 dB","DONES","17-29",23
"1633","1-7-10","Centre","70 - 74 dB","DONES","30-49",43
"1634","1-7-10","Centre","70 - 74 dB","DONES","50-69",33
"1635","1-7-10","Centre","70 - 74 dB","DONES","70",26
"1636","1-7-10","Centre","70 - 74 dB","HOMES","00-16",27
"1637","1-7-10","Centre","70 - 74 dB","HOMES","17-29",15
"1638","1-7-10","Centre","70 - 74 dB","HOMES","30-49",28
"1639","1-7-10","Centre","70 - 74 dB","HOMES","50-69",27
"1640","1-7-10","Centre","70 - 74 dB","HOMES","70",19
"1641","1-7-07","Centre","70 - 74 dB","DONES","00-16",8
"1642","1-7-07","Centre","70 - 74 dB","DONES","17-29",16
"1643","1-7-07","Centre","70 - 74 dB","DONES","30-49",26
"1644","1-7-07","Centre","70 - 74 dB","DONES","50-69",29
"1645","1-7-07","Centre","70 - 74 dB","DONES","70",22
"1646","1-7-07","Centre","70 - 74 dB","HOMES","00-16",17
"1647","1-7-07","Centre","70 - 74 dB","HOMES","17-29",12
"1648","1-7-07","Centre","70 - 74 dB","HOMES","30-49",26
"1649","1-7-07","Centre","70 - 74 dB","HOMES","50-69",26
"1650","1-7-07","Centre","70 - 74 dB","HOMES","70",17
"1651","6-8-08","Peramàs","70 - 74 dB","DONES","00-16",32
"1652","6-8-08","Peramàs","70 - 74 dB","DONES","17-29",14
"1653","6-8-08","Peramàs","70 - 74 dB","DONES","30-49",48
"1654","6-8-08","Peramàs","70 - 74 dB","DONES","50-69",33
"1655","6-8-08","Peramàs","70 - 74 dB","DONES","70",13
"1656","6-8-08","Peramàs","70 - 74 dB","HOMES","00-16",30
"1657","6-8-08","Peramàs","70 - 74 dB","HOMES","17-29",17
"1658","6-8-08","Peramàs","70 - 74 dB","HOMES","30-49",47
"1659","6-8-08","Peramàs","70 - 74 dB","HOMES","50-69",30
"1660","6-8-08","Peramàs","70 - 74 dB","HOMES","70",3
"1661","1-7-04","Centre","70 - 74 dB","DONES","00-16",18
"1662","1-7-04","Centre","70 - 74 dB","DONES","17-29",9
"1663","1-7-04","Centre","70 - 74 dB","DONES","30-49",33
"1664","1-7-04","Centre","70 - 74 dB","DONES","50-69",29
"1665","1-7-04","Centre","70 - 74 dB","DONES","70",18
"1666","1-7-04","Centre","70 - 74 dB","HOMES","00-16",19
"1667","1-7-04","Centre","70 - 74 dB","HOMES","17-29",12
"1668","1-7-04","Centre","70 - 74 dB","HOMES","30-49",31
"1669","1-7-04","Centre","70 - 74 dB","HOMES","50-69",28
"1670","1-7-04","Centre","70 - 74 dB","HOMES","70",8
"1671","5-17-02","Cerdanyola","70 - 74 dB","DONES","00-16",35
"1672","5-17-02","Cerdanyola","70 - 74 dB","DONES","17-29",24
"1673","5-17-02","Cerdanyola","70 - 74 dB","DONES","30-49",61
"1674","5-17-02","Cerdanyola","70 - 74 dB","DONES","50-69",58
"1675","5-17-02","Cerdanyola","70 - 74 dB","DONES","70",24
"1676","5-17-02","Cerdanyola","70 - 74 dB","HOMES","00-16",44
"1677","5-17-02","Cerdanyola","70 - 74 dB","HOMES","17-29",24
"1678","5-17-02","Cerdanyola","70 - 74 dB","HOMES","30-49",60
"1679","5-17-02","Cerdanyola","70 - 74 dB","HOMES","50-69",47
"1680","5-17-02","Cerdanyola","70 - 74 dB","HOMES","70",15
"1681","5-6-01","Cerdanyola","70 - 74 dB","DONES","00-16",27
"1682","5-6-01","Cerdanyola","70 - 74 dB","DONES","17-29",35
"1683","5-6-01","Cerdanyola","70 - 74 dB","DONES","30-49",48
"1684","5-6-01","Cerdanyola","70 - 74 dB","DONES","50-69",68
"1685","5-6-01","Cerdanyola","70 - 74 dB","DONES","70",28
"1686","5-6-01","Cerdanyola","70 - 74 dB","HOMES","00-16",21
"1687","5-6-01","Cerdanyola","70 - 74 dB","HOMES","17-29",36
"1688","5-6-01","Cerdanyola","70 - 74 dB","HOMES","30-49",48
"1689","5-6-01","Cerdanyola","70 - 74 dB","HOMES","50-69",55
"1690","5-6-01","Cerdanyola","70 - 74 dB","HOMES","70",16
"1691","5-1-01","Cerdanyola","65 - 69 dB","DONES","00-16",52
"1692","5-1-01","Cerdanyola","65 - 69 dB","DONES","17-29",31
"1693","5-1-01","Cerdanyola","65 - 69 dB","DONES","30-49",70
"1694","5-1-01","Cerdanyola","65 - 69 dB","DONES","50-69",39
"1695","5-1-01","Cerdanyola","65 - 69 dB","DONES","70",15
"1696","5-1-01","Cerdanyola","65 - 69 dB","HOMES","00-16",52
"1697","5-1-01","Cerdanyola","65 - 69 dB","HOMES","17-29",25
"1698","5-1-01","Cerdanyola","65 - 69 dB","HOMES","30-49",81
"1699","5-1-01","Cerdanyola","65 - 69 dB","HOMES","50-69",43
"1700","5-1-01","Cerdanyola","65 - 69 dB","HOMES","70",14
"1701","5-16-05","Cerdanyola","70 - 74 dB","DONES","00-16",28
"1702","5-16-05","Cerdanyola","70 - 74 dB","DONES","17-29",15
"1703","5-16-05","Cerdanyola","70 - 74 dB","DONES","30-49",54
"1704","5-16-05","Cerdanyola","70 - 74 dB","DONES","50-69",39
"1705","5-16-05","Cerdanyola","70 - 74 dB","DONES","70",25
"1706","5-16-05","Cerdanyola","70 - 74 dB","HOMES","00-16",42
"1707","5-16-05","Cerdanyola","70 - 74 dB","HOMES","17-29",24
"1708","5-16-05","Cerdanyola","70 - 74 dB","HOMES","30-49",70
"1709","5-16-05","Cerdanyola","70 - 74 dB","HOMES","50-69",35
"1710","5-16-05","Cerdanyola","70 - 74 dB","HOMES","70",16
"1711","2-9-10","El Palau","65 - 69 dB","DONES","00-16",19
"1712","2-9-10","El Palau","65 - 69 dB","DONES","17-29",11
"1713","2-9-10","El Palau","65 - 69 dB","DONES","30-49",68
"1714","2-9-10","El Palau","65 - 69 dB","DONES","50-69",30
"1715","2-9-10","El Palau","65 - 69 dB","DONES","70",8
"1716","2-9-10","El Palau","65 - 69 dB","HOMES","00-16",34
"1717","2-9-10","El Palau","65 - 69 dB","HOMES","17-29",13
"1718","2-9-10","El Palau","65 - 69 dB","HOMES","30-49",68
"1719","2-9-10","El Palau","65 - 69 dB","HOMES","50-69",24
"1720","2-9-10","El Palau","65 - 69 dB","HOMES","70",7
"1721","5-20-02","Cerdanyola","65 - 69 dB","DONES","00-16",34
"1722","5-20-02","Cerdanyola","65 - 69 dB","DONES","17-29",14
"1723","5-20-02","Cerdanyola","65 - 69 dB","DONES","30-49",45
"1724","5-20-02","Cerdanyola","65 - 69 dB","DONES","50-69",29
"1725","5-20-02","Cerdanyola","65 - 69 dB","DONES","70",13
"1726","5-20-02","Cerdanyola","65 - 69 dB","HOMES","00-16",43
"1727","5-20-02","Cerdanyola","65 - 69 dB","HOMES","17-29",24
"1728","5-20-02","Cerdanyola","65 - 69 dB","HOMES","30-49",41
"1729","5-20-02","Cerdanyola","65 - 69 dB","HOMES","50-69",31
"1730","5-20-02","Cerdanyola","65 - 69 dB","HOMES","70",5
"1731","2-11-09","El Palau","70 - 74 dB","DONES","00-16",14
"1732","2-11-09","El Palau","70 - 74 dB","DONES","17-29",4
"1733","2-11-09","El Palau","70 - 74 dB","DONES","30-49",1
"1734","2-11-09","El Palau","70 - 74 dB","DONES","50-69",2
"1735","2-11-09","El Palau","70 - 74 dB","DONES","70",0
"1736","2-11-09","El Palau","70 - 74 dB","HOMES","00-16",23
"1737","2-11-09","El Palau","70 - 74 dB","HOMES","17-29",5
"1738","2-11-09","El Palau","70 - 74 dB","HOMES","30-49",0
"1739","2-11-09","El Palau","70 - 74 dB","HOMES","50-69",1
"1740","2-11-09","El Palau","70 - 74 dB","HOMES","70",0
"1741","1-5-02","Centre",NA,"DONES","00-16",5
"1742","1-5-02","Centre",NA,"DONES","17-29",2
"1743","1-5-02","Centre",NA,"DONES","30-49",7
"1744","1-5-02","Centre",NA,"DONES","50-69",13
"1745","1-5-02","Centre",NA,"DONES","70",7
"1746","1-5-02","Centre",NA,"HOMES","00-16",2
"1747","1-5-02","Centre",NA,"HOMES","17-29",4
"1748","1-5-02","Centre",NA,"HOMES","30-49",5
"1749","1-5-02","Centre",NA,"HOMES","50-69",7
"1750","1-5-02","Centre",NA,"HOMES","70",3
"1751","5-16-04","Cerdanyola","65 - 69 dB","DONES","00-16",20
"1752","5-16-04","Cerdanyola","65 - 69 dB","DONES","17-29",9
"1753","5-16-04","Cerdanyola","65 - 69 dB","DONES","30-49",34
"1754","5-16-04","Cerdanyola","65 - 69 dB","DONES","50-69",29
"1755","5-16-04","Cerdanyola","65 - 69 dB","DONES","70",20
"1756","5-16-04","Cerdanyola","65 - 69 dB","HOMES","00-16",15
"1757","5-16-04","Cerdanyola","65 - 69 dB","HOMES","17-29",12
"1758","5-16-04","Cerdanyola","65 - 69 dB","HOMES","30-49",32
"1759","5-16-04","Cerdanyola","65 - 69 dB","HOMES","50-69",28
