"","CODI_INE","barri","nivell_soroll_TVLDEN","sexe","edat","value"
"4220","3-9-09","Els Molins","65 - 69 dB","HOMES","70",0
"4221","3-3-04","Rocafonda","65 - 69 dB","DONES","00-16",42
"4222","3-3-04","Rocafonda","65 - 69 dB","DONES","17-29",14
"4223","3-3-04","Rocafonda","65 - 69 dB","DONES","30-49",47
"4224","3-3-04","Rocafonda","65 - 69 dB","DONES","50-69",53
"4225","3-3-04","Rocafonda","65 - 69 dB","DONES","70",21
"4226","3-3-04","Rocafonda","65 - 69 dB","HOMES","00-16",39
"4227","3-3-04","Rocafonda","65 - 69 dB","HOMES","17-29",20
"4228","3-3-04","Rocafonda","65 - 69 dB","HOMES","30-49",55
"4229","3-3-04","Rocafonda","65 - 69 dB","HOMES","50-69",42
"4230","3-3-04","Rocafonda","65 - 69 dB","HOMES","70",13
"4231","4-7-07","La Llàntia","60 - 64 dB","DONES","00-16",3
"4232","4-7-07","La Llàntia","60 - 64 dB","DONES","17-29",2
"4233","4-7-07","La Llàntia","60 - 64 dB","DONES","30-49",8
"4234","4-7-07","La Llàntia","60 - 64 dB","DONES","50-69",7
"4235","4-7-07","La Llàntia","60 - 64 dB","DONES","70",6
"4236","4-7-07","La Llàntia","60 - 64 dB","HOMES","00-16",4
"4237","4-7-07","La Llàntia","60 - 64 dB","HOMES","17-29",5
"4238","4-7-07","La Llàntia","60 - 64 dB","HOMES","30-49",10
"4239","4-7-07","La Llàntia","60 - 64 dB","HOMES","50-69",7
"4240","4-7-07","La Llàntia","60 - 64 dB","HOMES","70",4
"4241","4-7-06","La Llàntia","55 - 59 dB","DONES","00-16",11
"4242","4-7-06","La Llàntia","55 - 59 dB","DONES","17-29",12
"4243","4-7-06","La Llàntia","55 - 59 dB","DONES","30-49",29
"4244","4-7-06","La Llàntia","55 - 59 dB","DONES","50-69",23
"4245","4-7-06","La Llàntia","55 - 59 dB","DONES","70",18
"4246","4-7-06","La Llàntia","55 - 59 dB","HOMES","00-16",12
"4247","4-7-06","La Llàntia","55 - 59 dB","HOMES","17-29",14
"4248","4-7-06","La Llàntia","55 - 59 dB","HOMES","30-49",26
"4249","4-7-06","La Llàntia","55 - 59 dB","HOMES","50-69",22
"4250","4-7-06","La Llàntia","55 - 59 dB","HOMES","70",12
"4251","3-7-05","Els Molins","55 - 59 dB","DONES","00-16",8
"4252","3-7-05","Els Molins","55 - 59 dB","DONES","17-29",9
"4253","3-7-05","Els Molins","55 - 59 dB","DONES","30-49",16
"4254","3-7-05","Els Molins","55 - 59 dB","DONES","50-69",13
"4255","3-7-05","Els Molins","55 - 59 dB","DONES","70",6
"4256","3-7-05","Els Molins","55 - 59 dB","HOMES","00-16",8
"4257","3-7-05","Els Molins","55 - 59 dB","HOMES","17-29",7
"4258","3-7-05","Els Molins","55 - 59 dB","HOMES","30-49",12
"4259","3-7-05","Els Molins","55 - 59 dB","HOMES","50-69",16
